CDUC,Local - Nome da Unidade de Conservação,Número da Estação Amostral,Nome da EA,km/dia de amostragem (esforço),data da amostragem ,Ano,Estação do ano,Horário de início  (hh:mm),Horário de término (hh:mm),"condição climática: aberto, nublado e chuvoso",nome dos observadores,Número do animal no guia,Classe,Ordem,Família,Gênero,Espécies,"Clasificação taxonômica (espécie, gênero, família ou ordem)",Espécies validadas para análise do ICMBio,Número do animal no guia validado,Clasificação taxonômica validada,horário do avistamento,n° de animais,total ou parcial?,distância (m)     do animal em relação a trilha,marcação no transecto,teve problema durante a amostragem?  ,Observações
118,Flona do Jamari,2,Potosí,,25/05/2016,25/05/2016,seca,06:10:00,12:05:00,aberto,Pedro e Paulo,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,09:59:00,4,Parcial,8,2850,Nâo,
118,Flona do Jamari,2,Potosí,,25/05/2016,25/05/2016,seca,06:10:00,12:05:00,aberto,Pedro e Paulo,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus,,Crypturellus sp.,25,G,10:10:00,1,Total,6,3000,Nâo,
118,Flona do Jamari,2,Potosí,,25/05/2016,25/05/2016,seca,06:10:00,12:05:00,aberto,Pedro e Paulo,266,Mamíferos,Primates,Pitheciidae,Callicebus,Callicebus brunneus,,Callicebus brunneus,266,E,10:50:00,2,Total,6,3000,Nâo,
118,Flona do Jamari,2,Potosí,5000,26/05/2016,26/05/2016,seca,06:10:00,10:25:00,aberto,Zeziel e Viviane,111,Mamíferos,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,,Tapirus terrestris,111,E,06:35:00,1,Total,0,1950,Nâo,
118,Flona do Jamari,2,Potosí,,26/05/2016,26/05/2016,seca,06:12:00,11:40:00,aberto,Zeziel e Viviane,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,07:25:00,1,Total,7,1200,Nâo,
118,Flona do Jamari,2,Potosí,,26/05/2016,26/05/2016,seca,06:12:00,11:40:00,aberto,Zeziel e Viviane,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,07:43:00,1,Total,4,1000,Nâo,
118,Flona do Jamari,2,Potosí,,26/05/2016,26/05/2016,seca,06:12:00,11:40:00,aberto,Zeziel e Viviane,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,08:17:00,1,Total,0,150,Nâo,
118,Flona do Jamari,2,Potosí,,26/05/2016,26/05/2016,seca,06:12:00,11:40:00,aberto,Zeziel e Viviane,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,11:16:00,2,Total,8,4100,Nâo,
118,Flona do Jamari,2,Potosí,5000,28/05/2016,28/05/2016,seca,06:15:00,11:45:00,aberto,Pedro e Paulo,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,06:24:00,2,Total,6,1950,Nâo,
118,Flona do Jamari,2,Potosí,,28/05/2016,28/05/2016,seca,06:15:00,11:45:00,aberto,Pedro e Paulo,54,Aves,Gruiformes,Psophiidae,Psophia,Psophia viridis,,Psophia viridis,54,E,07:15:00,2,Total,0,1300,Nâo,
118,Flona do Jamari,2,Potosí,,28/05/2016,28/05/2016,seca,06:12:00,10:52:00,aberto,Pedro e Paulo,166,Mamíferos,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,,Urosciurus spadiceus,166,E,07:45:00,1,Total,10,950,Nâo,Quatipurú vermelho
118,Flona do Jamari,2,Potosí,,28/05/2016,28/05/2016,seca,06:12:00,10:52:00,aberto,Pedro e Paulo,33,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus tataupa,,Crypturellus sp.,33,G,08:07:00,1,Total,10,600,Nâo,
118,Flona do Jamari,2,Potosí,,28/05/2016,28/05/2016,seca,06:07:00,10:12:00,aberto,Pedro e Paulo,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,08:10:00,1,Total,0,550,Nâo,
118,Flona do Jamari,2,Potosí,,28/05/2016,28/05/2016,seca,06:07:00,10:12:00,aberto,Pedro e Paulo,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:42:00,1,Total,28,3000,Nâo,
118,Flona do Jamari,2,Potosí,,28/05/2016,28/05/2016,seca,06:07:00,10:12:00,aberto,Pedro e Paulo,122,Mamíferos,Artiodactyla,Tayassuidae,Tayassu,Tayassu pecari,,Tayassu pecari,122,E,09:58:00,14,Parcial,0,2850,Nâo,Bando misto
118,Flona do Jamari,2,Potosí,,28/05/2016,28/05/2016,seca,06:07:00,10:12:00,aberto,Pedro e Paulo,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,09:58:00,2,Parcial,10,2800,Nâo,Bando misto
118,Flona do Jamari,2,Potosí,,28/05/2016,28/05/2016,seca,06:07:00,10:12:00,aberto,Pedro e Paulo,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,10:44:00,1,Total,12,3650,Nâo,
118,Flona do Jamari,2,Potosí,5000,29/05/2016,29/05/2016,seca,06:10:00,11:20:00,aberto,Pedro e Paulo,54,Aves,Gruiformes,Psophiidae,Psophia,Psophia viridis,,Psophia viridis,54,E,07:00:00,2,Total,0,1150,Nâo,
118,Flona do Jamari,2,Potosí,,29/05/2016,29/05/2016,seca,06:10:00,11:20:00,aberto,Pedro e Paulo,266,Mamíferos,Primates,Pitheciidae,Callicebus,Callicebus brunneus,E,Callicebus brunneus,266,E,09:07:00,3,Parcial,4,2800,Nâo,
118,Flona do Jamari,2,Potosí,5000,25/05/2017,25/05/2017,seca,07:11:00,12:27:00,aberto,Raphael e Sani,166,Mamíferos,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,,Urosciurus spadiceus,166,E,08:50:00,1,Total,3.5,3250,Nâo,Quatipurú vermelho
118,Flona do Jamari,2,Potosí,,25/05/2017,25/05/2017,seca,07:11:00,12:27:00,aberto,Raphael e Sani,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,11:37:00,3,Parcial,11,1050,Nâo,
118,Flona do Jamari,2,Potosí,5000,26/05/2017,26/05/2017,seca,07:00:00,11:56:00,aberto,Raphael e Sani,260,Mamíferos,Primates,Pitheciidae,Pithecia,Pithecia irrorata,,Pithecia irrorata,260,E,07:52:00,2,Parcial,3.5,3250,Nâo,
118,Flona do Jamari,2,Potosí,,26/05/2017,26/05/2017,seca,07:00:00,11:56:00,aberto,Raphael e Sani,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,,Mico rondoni,183,E,08:20:00,3,Parcial,10.5,3350,Nâo,
118,Flona do Jamari,2,Potosí,,26/05/2017,26/05/2017,seca,07:00:00,11:56:00,aberto,Raphael e Sani,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,10:46:00,3,Total,"15,00",1550,Nâo,
118,Flona do Jamari,2,Potosí,5000,27/05/2017,27/05/2017,seca,07:11:00,11:50:00,aberto,Zeziel e Kamila,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:12:00,1,Parcial,0,2800,Nâo,
118,Flona do Jamari,2,Potosí,,27/05/2017,27/05/2017,seca,07:11:00,11:50:00,aberto,Zeziel e Kamila,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,08:14:00,3,Parcial,7,2800,Nâo,
118,Flona do Jamari,2,Potosí,,27/05/2017,27/05/2017,seca,07:11:00,11:50:00,aberto,Zeziel e Kamila,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,,Mico rondoni,183,E,08:22:00,1,Parcial,21,2850,Nâo,
118,Flona do Jamari,2,Potosí,,27/05/2017,27/05/2017,seca,07:11:00,11:50:00,aberto,Zeziel e Kamila,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,08:24:00,1,Parcial,19,2850,Nâo,
118,Flona do Jamari,2,Potosí,,27/05/2017,27/05/2017,seca,07:11:00,11:50:00,aberto,Zeziel e Kamila,166,Mamíferos,Rodentia,Sciuridae,,,F,Sciuridae,166,F,09:54:00,1,Total,11,4750,Nâo,Quatipuru preto
118,Flona do Jamari,2,Potosí,5000,28/05/2017,28/05/2017,seca,07:12:00,11:00:00,aberto,Raphael e Sani,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,07:27:00,4,Parcial,10,2000,Nâo,
118,Flona do Jamari,2,Potosí,,28/05/2017,28/05/2017,seca,07:12:00,11:00:00,aberto,Raphael e Sani,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,09:48:00,1,Total,9.5,3000,Nâo,
118,Flona do Jamari,2,Potosí,5000,29/05/2017,29/05/2017,seca,08:20:00,12:14:00,nublado,Zeziel e Kamila,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,09:21:00,6,Parcial,50,3000,Nâo,
118,Flona do Jamari,2,Potosí,,29/05/2017,29/05/2017,seca,08:20:00,12:14:00,nublado,Zeziel e Kamila,260,Mamíferos,Primates,Pitheciidae,Pithecia,Pithecia irrorata,,Pithecia irrorata,260,E,09:48:00,4,Parcial,"2,00",3550,Nâo,
118,Flona do Jamari,2,Potosí,,29/05/2017,29/05/2017,seca,08:20:00,12:14:00,nublado,Zeziel e Kamila,266,Mamíferos,Primates,Pitheciidae,Callicebus,Callicebus brunneus,,Callicebus brunneus,266,E,09:50:00,1,Parcial,0,3550,Nâo,
118,Flona do Jamari,2,Potosí,,29/05/2017,29/05/2017,seca,08:20:00,12:14:00,nublado,Zeziel e Kamila,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,10:01:00,1,Parcial,8,3650,Nâo,
118,Flona do Jamari,2,Potosí,5000,30/05/2017,30/05/2017,seca,07:30:00,11:37:00,chuvoso,Zeziel e Kamila,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:25:00,5,Parcial,20,1000,Nâo,
118,Flona do Jamari,2,Potosí,,30/05/2017,30/05/2017,seca,07:30:00,11:37:00,chuvoso,Zeziel e Kamila,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,08:28:00,1,Parcial,22,1000,Nâo,
118,Flona do Jamari,2,Potosí,,30/05/2017,30/05/2017,seca,07:30:00,11:37:00,chuvoso,Zeziel e Kamila,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,09:28:00,24,Parcial,0,2250,Nâo,
118,Flona do Jamari,2,Potosí,,30/05/2017,30/05/2017,seca,07:30:00,11:37:00,chuvoso,Zeziel e Kamila,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,09:32:00,6,Parcial,"15,00",2250,Nâo,
118,Flona do Jamari,2,Potosí,5000,31/05/2017,31/05/2017,seca,07:15:00,10:55:00,aberto,Raphael e Sani,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,,Mico rondoni,183,E,08:41:00,3,Parcial,9.5,4800,Nâo,
118,Flona do Jamari,2,Potosí,,31/05/2017,31/05/2017,seca,07:15:00,10:55:00,aberto,Raphael e Sani,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus fuscicollis,,Saguinus weddelli,197,E,08:54:00,4,Parcial,22,4850,Nâo,
118,Flona do Jamari,2,Potosí,5000,01/06/2017,01/06/2017,seca,07:26:00,10:57:00,nublado,Raphael e Sani,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus fuscicollis,,Saguinus weddelli,197,E,08:04:00,2,Parcial,9.5,3600,Nâo,
118,Flona do Jamari,2,Potosí,,01/06/2017,01/06/2017,seca,07:26:00,10:57:00,nublado,Raphael e Sani,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:23:00,3,Parcial,8,3750,Nâo,
118,Flona do Jamari,2,Potosí,,01/06/2017,01/06/2017,seca,07:26:00,10:57:00,nublado,Raphael e Sani,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus sp.,G,Tinamus sp.,44,G,08:56:00,2,Total,0,4650,Nâo,
118,Flona do Jamari,2,Potosí,,01/06/2017,01/06/2017,seca,07:26:00,10:57:00,nublado,Raphael e Sani,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus fuscicollis,,Saguinus weddelli,197,E,09:01:00,2,Parcial,1,4750,Nâo,
118,Flona do Jamari,2,Potosí,,01/06/2017,01/06/2017,seca,07:26:00,10:57:00,nublado,Raphael e Sani,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,10:09:00,1,Total,24,1550,Nâo,
118,Flona do Jamari,2,Potosí,,01/06/2017,01/06/2017,seca,07:26:00,10:57:00,nublado,Raphael e Sani,166,Mamíferos,Rodentia,Sciuridae,Urosciurus,Urosciurus spadiceus,,Urosciurus spadiceus,166,E,10:35:00,1,Total,0,650,Nâo,Quatipurú vermelho
118,Flona do Jamari,2,Potosí,5000,02/06/2017,02/06/2017,seca,07:10:00,10:25:00,aberto,Zeziel e Kamila,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,07:40:00,1,Total,"2,00",2400,Nâo,
118,Flona do Jamari,2,Potosí,5000,03/06/2017,03/06/2017,seca,07:16:00,10:55:00,aberto,Raphael e Sani,218,Mamíferos,Primates,Cebidae,Saimiri,Saimiri ustus,,Saimiri ustus,218,E,07:34:00,13,Parcial,9,3100,Nâo,
118,Flona do Jamari,2,Potosí,,03/06/2017,03/06/2017,seca,07:16:00,10:55:00,aberto,Raphael e Sani,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,07:34:00,16,Parcial,9,3100,Nâo,
118,Flona do Jamari,2,Potosí,,03/06/2017,03/06/2017,seca,07:16:00,10:55:00,aberto,Raphael e Sani,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus sp.,G,Tinamus sp.,44,G,08:06:00,1,Total,1,4100,Nâo,
118,Flona do Jamari,2,Potosí,,03/06/2017,03/06/2017,seca,07:16:00,10:55:00,aberto,Raphael e Sani,260,Mamíferos,Primates,Pitheciidae,Pithecia,Pithecia irrorata,,Pithecia irrorata,260,E,08:18:00,1,Total,5,4600,Nâo,
118,Flona do Jamari,2,Potosí,,03/06/2017,03/06/2017,seca,07:16:00,10:55:00,aberto,Raphael e Sani,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:19:00,4,Parcial,5,4600,Nâo,
118,Flona do Jamari,2,Potosí,,03/06/2017,03/06/2017,seca,07:16:00,10:55:00,aberto,Raphael e Sani,63,Mamíferos,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,,Sylvilagus brasiliensis,63,E,09:50:00,1,Total,3,0,Nâo,
118,Flona do Jamari,3,Rio Jacundá,5000,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,07:00:00,4,Parcial,7,4250,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,07:35:00,2,Parcial,11,850,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,07:51:00,3,Parcial,18,850,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:11:00,1,Total,5,400,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,08:21:00,1,Total,0,2250,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,,Tinamus sp.,44,G,08:29:00,1,Parcial,13,2350,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus,,Crypturellus sp.,25,G,08:37:00,1,Total,4,3200,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:07:00,1,Total,2,3200,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,09:17:00,2,Parcial,20,4200,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,10/07/2016,10/07/2016,seca,06:30:00,10:20:00,aberto,Estéfano e Jhones,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,,10,Parcial,30,4200,Nâo,
118,Flona do Jamari,3,Rio Jacundá,5000,11/07/2016,11/07/2016,seca,06:30:00,09:57:00,aberto,Jhone e Estéfano,142,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta cf. fuliginosa,137,E,06:50:00,1,Total,10,400,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,11/07/2016,11/07/2016,seca,06:30:00,09:57:00,aberto,Jhone e Estéfano,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,,Pauxi tuberosa,6,E,07:49:00,3,Total,5,1950,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,11/07/2016,11/07/2016,seca,06:30:00,09:57:00,aberto,Jhone e Estéfano,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,08:51:00,1,Total,9,3750,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,11/07/2016,11/07/2016,seca,06:30:00,09:57:00,aberto,Jhone e Estéfano,92,Mamíferos,Carnivora,Mustelidae,Eira,Eira barbara,,Eira barbara,92,E,09:28:00,1,Total,0,4500,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,11/07/2016,11/07/2016,seca,06:30:00,09:57:00,aberto,Jhone e Estéfano,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,09:28:00,2,Total,26,4500,Nâo,
118,Flona do Jamari,3,Rio Jacundá,5000,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,25,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus cinereus,,Crypturellus sp.,25,G,07:12:00,2,Total,4,700,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,98,Mamíferos,Carnivora,Procyonidae,Nasua,Nasua nasua,E,Nasua nasua,98,E,07:35:00,7,Parcial,0,1100,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,07:44:00,1,Total,3,1150,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:22:00,4,Parcial,5,1950,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,243,Mamíferos,Primates,Atelidae,Ateles,Ateles chamek,E,Ateles chamek,243,E,08:39:00,3,Total,19,2300,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,,Tinamus sp.,44,G,08:51:00,1,Total,4,2400,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:56:00,2,Total,27,2550,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:17:00,1,Total,5,2800,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,09:40:00,1,Total,3,3550,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,E,Mico rondoni,183,E,09:56:00,3,Parcial,13,3950,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,E,Mico rondoni,183,E,10:20:00,3,Parcial,5,4500,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,10:20:00,2,Parcial,5,4500,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,10:25:00,1,Total,8,4650,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,12/07/2016,12/07/2016,seca,06:32:00,10:37:00,aberto,Estéfano e Jhones,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,,Tinamus sp.,44,G,10:27:00,1,Total,17,4750,Nâo,
118,Flona do Jamari,3,Rio Jacundá,5000,13/07/2016,13/07/2016,seca,06:41:00,10:21:00,nublado,Jhone e Estéfano,36,Aves,Tinamiformes,Tinamidae,Tinamus,Rhynchotus rufescens,,Tinamus sp.,36,G,09:36:00,5,Parcial,5,3650,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,13/07/2016,13/07/2016,seca,06:41:00,10:21:00,nublado,Jhone e Estéfano,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:42:00,1,Total,9,3900,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,13/07/2016,13/07/2016,seca,06:41:00,10:21:00,nublado,Jhone e Estéfano,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,09:58:00,2,Total,4,4150,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,13/07/2016,13/07/2016,seca,06:41:00,10:21:00,nublado,Jhone e Estéfano,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,10:00:00,2,Parcial,0,4250,Nâo,
118,Flona do Jamari,3,Rio Jacundá,5000,14/07/2016,14/07/2016,seca,06:38:00,10:24:00,aberto,Estéfano e Jhones,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,G,Dasyprocta cf. fuliginosa,137,E,07:38:00,1,Parcial,9,1150,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,14/07/2016,14/07/2016,seca,06:38:00,10:24:00,aberto,Estéfano e Jhones,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus weddelli,,Saguinus weddelli,197,E,07:51:00,3,Parcial,25,1250,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,14/07/2016,14/07/2016,seca,06:41:00,10:21:00,aberto,Estéfano e Jhones,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:00:00,1,Total,22,1400,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,14/07/2016,14/07/2016,seca,06:41:00,10:21:00,aberto,Estéfano e Jhones,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,08:25:00,3,Parcial,5,1500,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,14/07/2016,14/07/2016,seca,06:41:00,10:21:00,aberto,Estéfano e Jhones,224,Mamíferos,Primates,Cebidae,Sapajus,Sapajus apella,,Sapajus apella,224,E,08:46:00,1,Parcial,5,1950,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,14/07/2016,14/07/2016,seca,06:41:00,10:21:00,aberto,Estéfano e Jhones,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:11:00,1,Total,10,2350,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,14/07/2016,14/07/2016,seca,06:41:00,10:21:00,aberto,Estéfano e Jhones,35,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,35,G,09:28:00,1,Total,5,3150,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,14/07/2016,14/07/2016,seca,06:41:00,10:21:00,aberto,Estéfano e Jhones,183,Mamíferos,Primates,Callitrichidae,Mico,Mico rondoni,E,Mico rondoni,183,E,09:40:00,3,Parcial,30,3550,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,14/07/2016,14/07/2016,seca,06:41:00,10:21:00,aberto,Estéfano e Jhones,12,Aves,Galliformes,Cracidae,Penelope,Penelope jacquacu,,Penelope sp.,12,G,09:47:00,2,Total,11,3600,Nâo,
118,Flona do Jamari,3,Rio Jacundá,,14/07/2016,14/07/2016,seca,06:41:00,10:21:00,aberto,Estéfano e Jhones,139,Mamíferos,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,,Dasyprocta cf. fuliginosa,137,E,10:17:00,1,Total,6,4800,Nâo,
118,Flona do Jamari,3,Rio Jacundá,5000,11/06/2017,11/06/2017,seca,07:10:00,11:23:00,aberto,Zeziel e José,186,Mamíferos,Primates,Callitrichidae,Saguinus,Saguinus fuscicollis,,Saguinus weddelli,197,E,07:18:00,4,Parcial,0,100,Nâo,
